PartitionKey,RowKey,Timestamp,RackRow,RackRow@type,Label,Label@type,WeightPre,WeightPre@type,WeightPost,WeightPost@type,WeightDiff,WeightDiff@type,DistMinH,DistMinH@type,DistMaxH,DistMaxH@type,DistAvgH,DistAvgH@type,DistMinL,DistMinL@type,DistMaxL,DistMaxL@type,DistAvgL,DistAvgL@type,DistTime,DistTime@type
F0:08:D1:C8:A7:34,03674838-7a7d-4f65-a8ff-11315e0d3d10,2022-05-28T13:58:26.3120062Z,2,Int32,21,Int32,0,Int32,0,Int32,0,Int32,27,Int32,36,Int32,31,Int32,27,Int32,36,Int32,31,Int32,3358,Int32
F0:08:D1:C8:A7:34,0376173d-7059-4211-b4a1-7c168b32ce98,2022-05-28T14:26:33.9141792Z,2,Int32,20,Int32,0,Int32,0,Int32,0,Int32,31,Int32,37,Int32,33,Int32,31,Int32,42,Int32,35,Int32,1870,Int32
F0:08:D1:C8:A7:34,0628a786-28da-4c9f-97fc-6ee240e75782,2022-05-28T14:24:57.4637252Z,2,Int32,13,Int32,0,Int32,0,Int32,0,Int32,38,Int32,43,Int32,40,Int32,37,Int32,43,Int32,40,Int32,2063,Int32
F0:08:D1:C8:A7:34,062a202a-19cc-4c61-814f-7458a33e04d0,2022-05-28T14:26:42.7918921Z,2,Int32,21,Int32,0,Int32,0,Int32,0,Int32,24,Int32,30,Int32,26,Int32,24,Int32,30,Int32,26,Int32,1686,Int32
F0:08:D1:C8:A7:34,06e05b50-bcbf-4fad-a713-c19975ef4b42,2022-05-25T13:16:47.9637282Z,2,Int32,3,Int32,0,Int32,0,Int32,0,Int32,27,Int32,29,Int32,28,Int32,27,Int32,29,Int32,28,Int32,207,Int32
F0:08:D1:C8:A7:34,08c78a53-dc37-48de-b93b-39177efb3b37,2022-05-28T13:29:17.0829812Z,2,Int32,6,Int32,0,Int32,0,Int32,0,Int32,4,Int32,8,Int32,4,Int32,4,Int32,8,Int32,4,Int32,2406,Int32
F0:08:D1:C8:A7:34,0973686e-77f9-483e-bd55-c7f8579e1076,2022-05-28T14:12:24.9515657Z,2,Int32,4,Int32,0,Int32,0,Int32,0,Int32,21,Int32,24,Int32,21,Int32,21,Int32,26,Int32,23,Int32,2601,Int32
F0:08:D1:C8:A7:34,0b0aef9c-e5dc-4955-9aea-19947bc8e76a,2022-05-28T13:18:47.0278357Z,2,Int32,13,Int32,0,Int32,0,Int32,0,Int32,33,Int32,43,Int32,39,Int32,33,Int32,43,Int32,39,Int32,2809,Int32
F0:08:D1:C8:A7:34,0b3bb2e6-d510-437f-b8a3-d180801b0695,2022-05-28T13:18:13.1844378Z,2,Int32,10,Int32,0,Int32,0,Int32,0,Int32,22,Int32,24,Int32,23,Int32,23,Int32,24,Int32,23,Int32,1877,Int32
F0:08:D1:C8:A7:34,0bbbe032-27b2-4745-beef-2c2667114a77,2022-05-28T13:23:44.0459262Z,2,Int32,4,Int32,0,Int32,0,Int32,0,Int32,15,Int32,17,Int32,15,Int32,15,Int32,17,Int32,15,Int32,1680,Int32
F0:08:D1:C8:A7:34,0cffb11c-0506-4d8d-8cad-7f2d00053380,2022-05-25T13:15:19.5884474Z,2,Int32,2,Int32,0,Int32,0,Int32,0,Int32,32,Int32,34,Int32,33,Int32,32,Int32,34,Int32,33,Int32,1136,Int32
F0:08:D1:C8:A7:34,0ec9b0a8-5439-486e-bac8-1ade1e27bb57,2022-05-28T13:31:48.5731028Z,2,Int32,19,Int32,0,Int32,0,Int32,0,Int32,39,Int32,43,Int32,40,Int32,39,Int32,42,Int32,39,Int32,2064,Int32
F0:08:D1:C8:A7:34,0f037d42-730b-4f68-8364-3220b9cc9bde,2022-05-28T14:27:10.1293149Z,2,Int32,24,Int32,0,Int32,0,Int32,0,Int32,6,Int32,20,Int32,9,Int32,6,Int32,20,Int32,9,Int32,2046,Int32
F0:08:D1:C8:A7:34,0f27e49d-282e-41e3-a484-a62ee564e481,2022-05-28T15:48:03.6456533Z,2,Int32,3,Int32,0,Int32,0,Int32,0,Int32,17,Int32,20,Int32,18,Int32,17,Int32,19,Int32,18,Int32,1497,Int32
F0:08:D1:C8:A7:34,0f702563-a8ed-491a-9d8d-2862d628306e,2022-05-28T14:25:07.0821956Z,2,Int32,14,Int32,0,Int32,0,Int32,0,Int32,29,Int32,38,Int32,33,Int32,30,Int32,38,Int32,33,Int32,1873,Int32
F0:08:D1:C8:A7:34,1042f5c4-eccb-4142-a6ba-eb32f0b6eba0,2022-05-28T14:27:00.7047455Z,2,Int32,23,Int32,0,Int32,0,Int32,0,Int32,13,Int32,17,Int32,13,Int32,13,Int32,17,Int32,13,Int32,1678,Int32
F0:08:D1:C8:A7:34,11090373-a998-47a1-b8c3-807b4c036d53,2022-05-25T13:17:16.801118Z,2,Int32,6,Int32,0,Int32,0,Int32,0,Int32,9,Int32,10,Int32,9,Int32,9,Int32,15,Int32,11,Int32,513,Int32
F0:08:D1:C8:A7:34,11890b80-9420-4dba-b849-0d0144d05fe0,2022-05-28T13:36:19.406842Z,2,Int32,15,Int32,0,Int32,0,Int32,0,Int32,24,Int32,28,Int32,26,Int32,24,Int32,26,Int32,25,Int32,2422,Int32
F0:08:D1:C8:A7:34,134a1a0f-adbf-43e4-9821-548d5d7bf7fd,2022-05-28T14:12:15.7190087Z,2,Int32,3,Int32,0,Int32,0,Int32,0,Int32,27,Int32,30,Int32,27,Int32,27,Int32,30,Int32,27,Int32,2999,Int32
F0:08:D1:C8:A7:34,1390e4cd-cb22-4c2f-b6c0-ad176eb7d716,2022-05-28T13:28:16.4557069Z,2,Int32,2,Int32,0,Int32,0,Int32,0,Int32,32,Int32,34,Int32,33,Int32,33,Int32,34,Int32,33,Int32,1886,Int32
F0:08:D1:C8:A7:34,13f3867e-2b06-43a9-8843-e3f5245cf925,2022-05-25T13:20:12.9485555Z,2,Int32,21,Int32,0,Int32,0,Int32,0,Int32,29,Int32,30,Int32,29,Int32,29,Int32,30,Int32,29,Int32,765,Int32
F0:08:D1:C8:A7:34,14dad0b4-1287-43c9-804e-632ad67a9b19,2022-05-28T13:31:16.6518268Z,2,Int32,16,Int32,0,Int32,0,Int32,0,Int32,16,Int32,18,Int32,16,Int32,16,Int32,17,Int32,16,Int32,2416,Int32
F0:08:D1:C8:A7:34,14f0e441-2482-4e26-b102-c84e490957b8,2022-05-28T13:25:05.2082499Z,2,Int32,11,Int32,0,Int32,0,Int32,0,Int32,10,Int32,13,Int32,11,Int32,10,Int32,13,Int32,11,Int32,1679,Int32
F0:08:D1:C8:A7:34,17680ce4-efda-477f-a70d-34b98dfcfa6e,2022-05-28T13:23:24.8214314Z,2,Int32,2,Int32,0,Int32,0,Int32,0,Int32,32,Int32,35,Int32,32,Int32,32,Int32,35,Int32,32,Int32,1701,Int32
F0:08:D1:C8:A7:34,19f4bbfa-75cb-4768-af21-00be574fff80,2022-05-28T13:58:16.1390009Z,2,Int32,20,Int32,0,Int32,0,Int32,0,Int32,35,Int32,38,Int32,36,Int32,35,Int32,38,Int32,36,Int32,2242,Int32
F0:08:D1:C8:A7:34,1c2c727b-e75b-44fc-a002-a36938729152,2022-05-28T15:48:30.2741744Z,2,Int32,6,Int32,0,Int32,0,Int32,0,Int32,7,Int32,11,Int32,7,Int32,7,Int32,12,Int32,7,Int32,1674,Int32
F0:08:D1:C8:A7:34,1cc2b449-91a6-4bdd-aacf-324b535a4b48,2022-05-28T13:33:38.9026915Z,2,Int32,2,Int32,0,Int32,0,Int32,0,Int32,32,Int32,35,Int32,32,Int32,32,Int32,35,Int32,32,Int32,2075,Int32
F0:08:D1:C8:A7:34,1ec483a2-2165-42bc-9abb-a9aa4bc74737,2022-05-28T14:26:51.8434946Z,2,Int32,22,Int32,0,Int32,0,Int32,0,Int32,19,Int32,22,Int32,19,Int32,19,Int32,22,Int32,19,Int32,1862,Int32
F0:08:D1:C8:A7:34,200b6283-e099-4596-b0c7-880f8c417d28,2022-05-28T13:15:54.7982824Z,2,Int32,3,Int32,0,Int32,0,Int32,0,Int32,31,Int32,32,Int32,31,Int32,31,Int32,32,Int32,31,Int32,908,Int32
F0:08:D1:C8:A7:34,25b9e911-44ee-478e-8607-351f52319a0a,2022-05-28T13:34:13.7964385Z,2,Int32,5,Int32,0,Int32,0,Int32,0,Int32,9,Int32,11,Int32,9,Int32,9,Int32,11,Int32,9,Int32,2719,Int32
F0:08:D1:C8:A7:34,25d5f615-2a61-41d2-9476-4436f2d63610,2022-05-28T13:33:07.8625154Z,2,Int32,24,Int32,0,Int32,0,Int32,0,Int32,4,Int32,10,Int32,5,Int32,4,Int32,10,Int32,5,Int32,2219,Int32
F0:08:D1:C8:A7:34,275027a4-b73f-484f-916b-ba69df4b65c4,2022-05-25T13:21:42.5068964Z,2,Int32,5,Int32,0,Int32,0,Int32,0,Int32,12,Int32,16,Int32,14,Int32,12,Int32,16,Int32,14,Int32,1135,Int32
F0:08:D1:C8:A7:34,28f122ce-983a-4788-8ec7-639ff223f953,2022-05-28T15:47:50.260036Z,2,Int32,2,Int32,0,Int32,0,Int32,0,Int32,26,Int32,43,Int32,33,Int32,26,Int32,43,Int32,33,Int32,6758,Int32
F0:08:D1:C8:A7:34,2e42c69a-b002-4b0d-9341-893ced685459,2022-05-28T13:30:54.4656582Z,2,Int32,14,Int32,0,Int32,0,Int32,0,Int32,27,Int32,42,Int32,35,Int32,27,Int32,42,Int32,35,Int32,6539,Int32
F0:08:D1:C8:A7:34,2ef1e019-81f6-483c-9173-d37bc1996d8f,2022-05-28T14:25:16.1375829Z,2,Int32,15,Int32,0,Int32,0,Int32,0,Int32,22,Int32,31,Int32,24,Int32,22,Int32,31,Int32,24,Int32,1686,Int32
F0:08:D1:C8:A7:34,30974df1-a5d9-49b9-b9dc-79ee7561340b,2022-05-28T13:35:56.2830236Z,2,Int32,13,Int32,0,Int32,0,Int32,0,Int32,38,Int32,42,Int32,39,Int32,38,Int32,43,Int32,39,Int32,1690,Int32
F0:08:D1:C8:A7:34,397b206d-120f-41b2-875d-5aeb20a71121,2022-05-25T13:20:50.1554834Z,2,Int32,24,Int32,0,Int32,0,Int32,0,Int32,9,Int32,12,Int32,10,Int32,9,Int32,12,Int32,10,Int32,574,Int32
F0:08:D1:C8:A7:34,3ad84c28-49cb-4452-8374-022f6173364f,2022-05-28T13:19:31.2537947Z,2,Int32,17,Int32,0,Int32,0,Int32,0,Int32,6,Int32,10,Int32,8,Int32,6,Int32,10,Int32,8,Int32,1866,Int32
F0:08:D1:C8:A7:34,3e10b994-1bda-4dbb-977d-d0d122475db1,2022-05-28T13:29:51.3351712Z,2,Int32,9,Int32,0,Int32,0,Int32,0,Int32,23,Int32,29,Int32,27,Int32,23,Int32,30,Int32,27,Int32,2979,Int32
F0:08:D1:C8:A7:34,40a62e94-9520-4328-9d8a-f69f99bf72d4,2022-05-28T14:12:33.2658975Z,2,Int32,5,Int32,0,Int32,0,Int32,0,Int32,10,Int32,11,Int32,10,Int32,10,Int32,11,Int32,10,Int32,1862,Int32
F0:08:D1:C8:A7:34,444d5af0-c879-43d8-8169-d72198dffdab,2022-05-28T13:27:46.4476172Z,2,Int32,24,Int32,0,Int32,0,Int32,0,Int32,3,Int32,8,Int32,4,Int32,3,Int32,8,Int32,4,Int32,1669,Int32
F0:08:D1:C8:A7:34,44564168-da04-4cbe-830c-5621932f5b05,2022-05-28T13:26:12.7554437Z,2,Int32,17,Int32,0,Int32,0,Int32,0,Int32,10,Int32,13,Int32,11,Int32,10,Int32,13,Int32,11,Int32,2236,Int32
F0:08:D1:C8:A7:34,49c37336-35a9-4877-a783-43564b4b4ae3,2022-05-28T13:19:21.8325368Z,2,Int32,16,Int32,0,Int32,0,Int32,0,Int32,15,Int32,17,Int32,15,Int32,15,Int32,17,Int32,15,Int32,1310,Int32
F0:08:D1:C8:A7:34,49f01eff-cc1e-46af-8b6a-a75ca616018d,2022-05-28T13:34:27.8438301Z,2,Int32,6,Int32,0,Int32,0,Int32,0,Int32,4,Int32,8,Int32,4,Int32,4,Int32,8,Int32,4,Int32,2219,Int32
F0:08:D1:C8:A7:34,4a24c5c6-e4f8-4cff-860c-2f8d754e581b,2022-05-25T13:19:04.2714384Z,2,Int32,15,Int32,0,Int32,0,Int32,0,Int32,27,Int32,29,Int32,27,Int32,27,Int32,29,Int32,27,Int32,393,Int32
F0:08:D1:C8:A7:34,4ade1d72-c080-4020-8c1b-5ea0719ee69a,2022-05-28T13:23:12.772837Z,2,Int32,1,Int32,0,Int32,0,Int32,0,Int32,38,Int32,40,Int32,38,Int32,38,Int32,40,Int32,38,Int32,2268,Int32
F0:08:D1:C8:A7:34,4bf2b196-2d6b-40ff-9110-839e0b32e23a,2022-05-28T13:31:39.695501Z,2,Int32,18,Int32,0,Int32,0,Int32,0,Int32,3,Int32,10,Int32,6,Int32,3,Int32,10,Int32,6,Int32,2347,Int32
F0:08:D1:C8:A7:34,4c879629-b108-4895-af23-beeff14fc9c9,2022-05-28T13:23:53.8372474Z,2,Int32,5,Int32,0,Int32,0,Int32,0,Int32,10,Int32,12,Int32,10,Int32,10,Int32,12,Int32,10,Int32,1494,Int32
F0:08:D1:C8:A7:34,4cf2f198-b524-4d57-93bb-a7c3ec6b37f2,2022-05-28T13:16:08.4288677Z,2,Int32,4,Int32,0,Int32,0,Int32,0,Int32,22,Int32,24,Int32,23,Int32,22,Int32,24,Int32,23,Int32,2646,Int32
F0:08:D1:C8:A7:34,4d81a721-ac48-49ce-b872-3f2fed6ba08b,2022-05-28T13:27:12.2420421Z,2,Int32,21,Int32,0,Int32,0,Int32,0,Int32,24,Int32,29,Int32,27,Int32,24,Int32,29,Int32,27,Int32,2993,Int32
F0:08:D1:C8:A7:34,4d885c73-6451-4b17-98c1-ab2739325993,2022-05-28T13:33:49.7815001Z,2,Int32,3,Int32,0,Int32,0,Int32,0,Int32,27,Int32,29,Int32,28,Int32,27,Int32,29,Int32,28,Int32,2270,Int32
F0:08:D1:C8:A7:34,53b96625-1cc3-4129-8b56-95ba17a5fb3b,2022-05-28T13:20:29.8472132Z,2,Int32,21,Int32,0,Int32,0,Int32,0,Int32,10,Int32,13,Int32,11,Int32,10,Int32,13,Int32,11,Int32,2732,Int32
F0:08:D1:C8:A7:34,54213a2c-6e6c-4092-9c0d-72106d11f2ab,2022-05-28T13:24:27.4379813Z,2,Int32,8,Int32,0,Int32,0,Int32,0,Int32,33,Int32,35,Int32,34,Int32,34,Int32,41,Int32,35,Int32,1691,Int32
F0:08:D1:C8:A7:34,55f2b01d-d5e0-45d1-9f35-b3425c8cc63a,2022-05-28T13:33:27.1473838Z,2,Int32,1,Int32,0,Int32,0,Int32,0,Int32,34,Int32,41,Int32,38,Int32,34,Int32,41,Int32,38,Int32,3011,Int32
F0:08:D1:C8:A7:34,56027830-1d17-44fa-b0c1-41ba192ff1ce,2022-05-28T14:26:21.8821103Z,2,Int32,19,Int32,0,Int32,0,Int32,0,Int32,37,Int32,43,Int32,40,Int32,37,Int32,43,Int32,40,Int32,2251,Int32
F0:08:D1:C8:A7:34,578c8377-49cf-481b-b234-77900570a574,2022-05-25T13:14:52.8453005Z,2,Int32,1,Int32,0,Int32,0,Int32,0,Int32,37,Int32,37,Int32,37,Int32,37,Int32,37,Int32,37,Int32,25,Int32
F0:08:D1:C8:A7:34,585fc886-606b-4201-8991-68b90fa3337a,2022-05-28T13:28:34.1524771Z,2,Int32,3,Int32,0,Int32,0,Int32,0,Int32,28,Int32,31,Int32,29,Int32,29,Int32,31,Int32,30,Int32,1872,Int32
F0:08:D1:C8:A7:34,5aafb416-53d9-4225-affd-53d32149da49,2022-05-28T13:24:02.25205Z,2,Int32,6,Int32,0,Int32,0,Int32,0,Int32,4,Int32,11,Int32,5,Int32,4,Int32,15,Int32,6,Int32,1977,Int32
F0:08:D1:C8:A7:34,5fc87e2e-62b9-40b1-9f20-42f3fc91ef08,2022-05-28T13:30:11.3076188Z,2,Int32,11,Int32,0,Int32,0,Int32,0,Int32,10,Int32,12,Int32,11,Int32,11,Int32,12,Int32,11,Int32,1882,Int32
F0:08:D1:C8:A7:34,620ff34f-0cd5-4cad-bff4-240c9513d3ab,2022-05-28T14:25:30.0179847Z,2,Int32,16,Int32,0,Int32,0,Int32,0,Int32,19,Int32,21,Int32,19,Int32,19,Int32,21,Int32,19,Int32,1678,Int32
F0:08:D1:C8:A7:34,655549a3-4c5e-4d0d-8458-0c7ece0a9eec,2022-05-28T13:31:28.3088138Z,2,Int32,17,Int32,0,Int32,0,Int32,0,Int32,10,Int32,14,Int32,12,Int32,10,Int32,14,Int32,12,Int32,4102,Int32
F0:08:D1:C8:A7:34,655608ce-2b96-41d5-8d09-ae15e4487bcb,2022-05-28T13:30:00.1967421Z,2,Int32,10,Int32,0,Int32,0,Int32,0,Int32,16,Int32,18,Int32,17,Int32,16,Int32,18,Int32,17,Int32,2058,Int32
F0:08:D1:C8:A7:34,65eeec6a-f3e3-413f-8a45-ac8efe510cde,2022-05-28T13:26:22.7378355Z,2,Int32,18,Int32,0,Int32,0,Int32,0,Int32,5,Int32,9,Int32,6,Int32,5,Int32,9,Int32,6,Int32,1865,Int32
F0:08:D1:C8:A7:34,666f1a7f-25ef-4638-91cb-fd561b596359,2022-05-25T13:21:15.7140073Z,2,Int32,2,Int32,0,Int32,0,Int32,0,Int32,32,Int32,35,Int32,33,Int32,32,Int32,35,Int32,33,Int32,584,Int32
F0:08:D1:C8:A7:34,6855bea7-1d02-4ee6-a004-fc79d71649e1,2022-05-28T13:17:50.5815821Z,2,Int32,8,Int32,0,Int32,0,Int32,0,Int32,33,Int32,39,Int32,35,Int32,33,Int32,39,Int32,35,Int32,4602,Int32
F0:08:D1:C8:A7:34,712dd309-c888-45d3-8997-234eb473d2d1,2022-05-25T13:19:43.1138419Z,2,Int32,19,Int32,0,Int32,0,Int32,0,Int32,39,Int32,41,Int32,40,Int32,39,Int32,41,Int32,40,Int32,766,Int32
F0:08:D1:C8:A7:34,738a9de8-5bdc-4b6a-a24d-fc35c0fc84f6,2022-05-28T14:12:41.934932Z,2,Int32,6,Int32,0,Int32,0,Int32,0,Int32,3,Int32,9,Int32,4,Int32,3,Int32,9,Int32,4,Int32,2035,Int32
F0:08:D1:C8:A7:34,7636e368-99b8-4f4d-9ebf-6f96e23df7c2,2022-05-25T13:18:01.9457102Z,2,Int32,10,Int32,0,Int32,0,Int32,0,Int32,19,Int32,22,Int32,20,Int32,19,Int32,22,Int32,20,Int32,764,Int32
F0:08:D1:C8:A7:34,76e3288e-fe1f-40e9-8599-45e25d8948e1,2022-05-28T13:18:25.0312863Z,2,Int32,11,Int32,0,Int32,0,Int32,0,Int32,10,Int32,13,Int32,12,Int32,11,Int32,13,Int32,12,Int32,1308,Int32
F0:08:D1:C8:A7:34,7751b1f4-4df6-4342-bf4b-f6d98274e98e,2022-05-28T13:19:07.9489899Z,2,Int32,15,Int32,0,Int32,0,Int32,0,Int32,29,Int32,30,Int32,29,Int32,29,Int32,30,Int32,29,Int32,3186,Int32
F0:08:D1:C8:A7:34,77f225b5-8cc8-4f23-81c7-bc22a99e82c4,2022-05-28T13:24:17.0768981Z,2,Int32,7,Int32,0,Int32,0,Int32,0,Int32,38,Int32,40,Int32,38,Int32,38,Int32,41,Int32,38,Int32,1686,Int32
F0:08:D1:C8:A7:34,794458a5-9b44-4c43-9eb3-fc3d7c191c50,2022-05-28T13:30:40.1926235Z,2,Int32,13,Int32,0,Int32,0,Int32,0,Int32,40,Int32,43,Int32,41,Int32,40,Int32,43,Int32,41,Int32,2812,Int32
F0:08:D1:C8:A7:34,79ec1545-b6fd-4f69-912f-7d49026f9d26,2022-05-28T13:16:23.9068891Z,2,Int32,5,Int32,0,Int32,0,Int32,0,Int32,9,Int32,13,Int32,10,Int32,9,Int32,13,Int32,10,Int32,2600,Int32
F0:08:D1:C8:A7:34,7b3b2684-096a-455a-a526-d1aed4fed126,2022-05-25T13:17:30.504225Z,2,Int32,7,Int32,0,Int32,0,Int32,0,Int32,36,Int32,40,Int32,38,Int32,36,Int32,40,Int32,38,Int32,950,Int32
